消防栓编号,施工地址或工程编号,工程编号,安装日期,所属公司,消防栓口径,样式,本点号,地面高程,横坐标,纵坐标,管理单位,所属区县,录入人员,录入时间,目前状况,备注,设备类别,关键字,设备类型,埋设深度,管顶高程,材质,所在道路
981, ,,,,100,,J68362271063,7.18,507284.601,2545193.039,,禅城区,,,, ,XHS,5731967,消防栓,0,7.18, ,忠信路忠信市场西侧路边                                      
982, ,,,,100,,J68662271177,7.531,507254.87,2545868.287,,禅城区,,,, ,XHS,5731968,消防栓,0,7.531, ,凤凰路陶艺综合                                              
983, ,,,,100,,J68362371238,7.719,507496.038,2545161.194,,禅城区,,,, ,XHS,5731969,消防栓,0,7.719, ,跃进路陶城宾馆门口侧                                        
984, ,,,,100,,J68262371314,8.807,507588.781,2545049.961,,禅城区,,,, ,XHS,5731970,消防栓,0,8.807, ,石湾跃进路112号对面                                         
33, ,,,,100,,J69664114916,4.006,511990.233,2547873.526,,禅城区,,,, ,XHS,5731182,消防栓,0,4.006, ,建新东路口至市东路交界                                      
34, ,,,,100,,J69664114951,4.185,511879.85,2547907.123,,禅城区,,,, ,XHS,5731183,消防栓,0,4.185, ,建新纪岗167号门口西边                                       
86, ,,,,100,,J70164131814,3.542,511961.508,2548922.39,,禅城区,,,, ,XHS,5731184,消防栓,0,3.542, ,市东上路怡东花园D座南侧草地内                               
87, ,,,,100,,J70064131950,3.522,512033.192,2548634.537,,禅城区,,,, ,XHS,5731185,消防栓,1.55,1.972, ,市东下路社会福利院服务中心口门侧                            
88, ,,,,100,,J70164431952,3.933,512857.651,2548853.146,,禅城区,,,, ,XHS,5731186,消防栓,0,3.933, ,佛平路162号对面马路                                         
89, ,,,,100,,J70164531983,5.509,512959.957,2548882.704,,禅城区,,,, ,XHS,5731187,消防栓,0,5.509, ,佛平路军桥加油站路口                                        
92, ,,,,100,,J70064332672,2.896,512607.702,2548578.787,,禅城区,,,, ,XHS,5731189,消防栓,0,2.896, ,桂园东一路27号2座西侧                                       
94, ,,,,100,,J7006433671,2.902,512440.573,2548593.118,,禅城区,,,, ,XHS,5731190,消防栓,0.49,2.412, ,桂园东一路13号一座南侧                                      
95, ,,,,100,,J7006433780,2.389,512542.74,2548611.015,,禅城区,,,, ,XHS,5731191,消防栓,0,2.389, ,桂园东南海职工之家桂园东路途34号对开                        
97, ,,,,100,,J7006443934,2.993,512748.009,2548691.192,,禅城区,,,, ,XHS,5731192,消防栓,0,2.993, ,                                                            
98, ,,,,100,,J7016443981,2.37,512800.33,2548765.957,,禅城区,,,, ,XHS,5731193,消防栓,0,2.37, ,佛平路旺达制衣厂东边                                        
99, ,,,,100,,J701643419,3.48,512426.145,2548844.578,,禅城区,,,, ,XHS,5731194,消防栓,0,3.48, ,佛平路安怀大街头16号                                        
100, ,,,,100,,J7016444319,3.103,512626.065,2548856.329,,禅城区,,,, ,XHS,5731195,消防栓,0,3.103, ,东升大街丽晶门口北侧                                        
101, ,,,,100,,J701642445,2.755,512332.756,2548882.082,,禅城区,,,, ,XHS,5731196,消防栓,0,2.755, ,安怀大街3座对面                                             
102, ,,,,100,,J6936434681,3.328,512488.255,2547262.32,,禅城区,,,, ,XHS,5731197,消防栓,0,3.328, ,无                                                          
103, ,,,,50,,J7016454909,2.86,512885.37,2548947.567,,禅城区,,,, ,XHS,5731198,消防栓,0,2.86, ,佛平路格沙村234号门口对面                                   
120, ,,,,100,,J7086356100,2.756,510423.05,2550286.269,,禅城区,,,, ,XHS,5731199,消防栓,0,2.7562, ,大石路8号北边                                               
122, ,,,,100,,J70963461348,3.181,510195.52,2550410.678,,禅城区,,,, ,XHS,5731200,消防栓,0,3.1814, ,敦厚村老年人协会门口                                        
344, ,,,,100,,J69063263676,4.184,509660.904,2546669.522,,禅城区,,,, ,XHS,5731509,消防栓,0,4.184, ,清水二街10号东侧                                            
345, ,,,,100,,J69063263691,4.081,509659.431,2546589.563,,禅城区,,,, ,XHS,5731510,消防栓,0,4.081, ,华声村东逸轩东侧                                            
346, ,,,,100,,J68963263699,4.223,509670.928,2546529.218,,禅城区,,,, ,XHS,5731511,消防栓,0,4.223, ,佛山大道311号之二西侧                                       
347, ,,,,100,,J69063263767,3.753,509818.298,2546622.307,,禅城区,,,, ,XHS,5731512,消防栓,0,3.753, ,佛山大道同福西二街38号西侧大道                              
348, ,,,,100,,J69063263781,3.764,509764.372,2546634.216,,禅城区,,,, ,XHS,5731513,消防栓,0,3.764, ,佛山大道东风汽车技术服务站东南侧                            
349, ,,,,100,,J68963263816,2.163,509770.249,2546360.102,,禅城区,,,, ,XHS,5731514,消防栓,0,2.163, ,佛山大道唐园西一街西边过大道行人道边                        
350, ,,,,100,,J68763263837,3.154,509775.683,2545961.014,,禅城区,,,, ,XHS,5731515,消防栓,0,3.154, ,佛山大道华艺市场22栋7号东侧大道边                           
352, ,,,,100,,J68463263870,1.211,509776.922,2545494.2,,禅城区,,,, ,XHS,5731516,消防栓,0,1.211, ,佛山大道城南加油站斜对面                                    
353, ,,,,100,,J68463263878,1.564,509780.496,2545337.13,,禅城区,,,, ,XHS,5731517,消防栓,0,1.564, ,佛山大道佛山商厦对面路口                                    
355, ,,,,100,,J68463263905,4.883,509874.762,2545529.524,,禅城区,,,, ,XHS,5731518,消防栓,0,4.883, ,佛山大道城南山庄南侧                                        
356, ,,,,100,,J68463263918,5.06,509835.662,2545490.013,,禅城区,,,, ,XHS,5731519,消防栓,0,5.06, ,佛山大道佛山东城路口南侧                                    
357, ,,,,100,,J68163263929,1.968,509786.905,2544845.363,,禅城区,,,, ,XHS,5731520,消防栓,0,1.968, ,佛山大道鲤鱼门海鲜酒家对面                                  
468, ,,,,100,,J695636B3673,3.65,510685.906,2547667.189,,禅城区,,,, ,XHS,5731521,消防栓,0,3.65, ,祖庙路45号北侧                                              
469, ,,,,100,,J695636B3706,4.66,510801.393,2547672.029,,禅城区,,,, ,XHS,5731522,消防栓,0,4.66, ,祖庙路49号之一北侧                                          
470, ,,,,100,,J696636B3723,4.189,510789.686,2547817.034,,禅城区,,,, ,XHS,5731523,消防栓,0,4.189, ,建新路百花广场门口侧                                        
471, ,,,,100,,J696636B3738,3.617,510822.578,2547757.342,,禅城区,,,, ,XHS,5731524,消防栓,0,3.617, ,建新路百花广场门口对面                                      
473, ,,,,100,,J695634B397,2.372,510371.132,2547609.93,,禅城区,,,, ,XHS,5731525,消防栓,0,2.372, ,汾江中路金城酒店南侧                                        
814, ,,,,100,,J6716351701,5.892,510613.355,2542762.244,,禅城区,,,, ,XHS,5731811,消防栓,0,5.892, ,金澜南路肿瘤医院殡仪馆通道门口侧                            
751, ,,,,100,,J69961010434,3.506,504361.671,2548473.627,,禅城区,,,, ,XHS,5731812,消防栓,0,3.506, ,石湾区大富陶瓷厂西侧                                        
752, ,,,,100,,J69761110437,3.415,504450.053,2548028.388,,禅城区,,,, ,XHS,5731813,消防栓,0,3.415, ,石湾区张槎一路16号之一侧                                    
753, ,,,,100,,J69461110481,3.668,504521.271,2547483.534,,禅城区,,,, ,XHS,5731814,消防栓,0,3.668, ,石湾区莲大中路大富商业东街七巷巷口                          
754, ,,,,100,,J69461110487,3.472,504384.454,2547488.839,,禅城区,,,, ,XHS,5731815,消防栓,0,3.472, ,石湾区大富路商业西街一巷巷口                                
755, ,,,,50,,J69461110709,3.538,504584.843,2547310.128,,禅城区,,,, ,XHS,5731816,消防栓,0,3.538, ,石湾区莲大中路53号院内                                      
757, ,,,,100,,J7056139116,3.584,504870.695,2549534.286,,禅城区,,,, ,XHS,5731817,消防栓,0,3.584, ,榔宝西路上榔变电站门口侧                                    
758, ,,,,100,,J7056139131,3.591,505098.914,2549505.142,,禅城区,,,, ,XHS,5731818,消防栓,0,3.591, ,                                                            
760, ,,,,100,,J7026159199,3.49,505422.733,2549081.89,,禅城区,,,, ,XHS,5731820,消防栓,0,3.49, ,上朗村路四号路边工棚前面商品楼后面                          
762, ,,,,100,,J7026159217,4.999,505525.715,2549084.38,,禅城区,,,, ,XHS,5731822,消防栓,0,4.999, ,上朗村路四号路管理处南侧                                    
763, ,,,,100,,J7026159222,2.787,505574.651,2549084.439,,禅城区,,,, ,XHS,5731823,消防栓,0,2.787, ,上朗村路市场西侧                                            
764, ,,,,100,,J7026149234,3.512,505292.442,2549082.633,,禅城区,,,, ,XHS,5731824,消防栓,0,3.512, ,石湾区朗宝西路比亚乔托车厂对面四号路                        
765, ,,,,100,,J7036149237,2.689,505291.983,2549194.864,,禅城区,,,, ,XHS,5731825,消防栓,0,2.689, ,上朗儿童活动中心西侧                                        
766, ,,,,100,,J7036149239,3.196,505198.699,2549207.206,,禅城区,,,, ,XHS,5731826,消防栓,0,3.196, ,上朗南便大街上朗儿童活动中心西边十一巷口                    
699, ,,,,100,,J701635B48607,4.555,510395.295,2548919.57,,禅城区,,,, ,XHS,5731827,消防栓,0,4.555, ,丝绸大街豪兴苑B幢南侧                                       
700, ,,,,100,,J700635B54473,3.457,510601.872,2548566.036,,禅城区,,,, ,XHS,5731828,消防栓,0,3.457, ,东园一街17号对面                                            
701, ,,,,100,,J700635B54515A,3.442,510377.998,2548624.714,,禅城区,,,, ,XHS,5731829,消防栓,0,3.442, ,汾江中路红绵苑6号东南侧                                     
702, ,,,,100,,J704638B56521,5.015,511136.545,2549490.525,,禅城区,,,, ,XHS,5731830,消防栓,0,5.015, ,南堤路31号                                                  
985, ,,,,100,,J68262371406,7.933,507490.091,2544957.785,,禅城区,,,, ,XHS,5731971,消防栓,0,7.933, ,石湾跃进大街酒厂侧                                          
986, ,,,,100,,J69062373459,4.38,507621.359,2546645.127,,禅城区,,,, ,XHS,5731972,消防栓,0,4.38, ,青柯路石湾萨克米陶瓷机械有限公司门口侧                      
987, ,,,,100,,J68862274149,6.58,507199.944,2546270.671,,禅城区,,,, ,XHS,5731973,消防栓,0,6.58, ,石湾区大江路秉安陶瓷有限公司门口侧                          
990, ,,,,100,,J68362376025,7.159,507442.507,2545183.137,,禅城区,,,, ,XHS,5731976,消防栓,0,7.159, ,和平路46号门口                                              
992, ,,,,100,,J68262376048,7.34,507403.869,2544938.453,,禅城区,,,, ,XHS,5731978,消防栓,1,6.34, ,石湾江滨路童星幼儿园门口                                    
1165, ,,,,100,,J679633J0355,3.742,509943.71,2544330.827,,禅城区,,,, ,XHS,5732122,消防栓,-0.75,4.49, ,绿景花园3区61号对面路边                                     
1167, ,,,,100,,J679634J0027,3.694,510312.976,2544428.207,,禅城区,,,, ,XHS,5732124,消防栓,-0.8,4.49, ,绿景苑小区2 号配电房东北侧路边                              
1168, ,,,,100,,J679634J0042,3.672,510271.499,2544414.862,,禅城区,,,, ,XHS,5732125,消防栓,-0.64,4.31, ,绿景苑小区 2 号配电房侧                                     
1169, ,,,,100,,J679634J0134,3.694,510131.255,2544378.242,,禅城区,,,, ,XHS,5732126,消防栓,-0.72,4.41, ,绿景苑小区3区73号对面                                       
1170, ,,,,100,,J679634J0146,3.613,510171.791,2544500.524,,禅城区,,,, ,XHS,5732127,消防栓,-0.81,4.42, ,绿景苑小区 3区1号东侧                                       
1171, ,,,,100,,J678633J0005,3.435,510028.043,2544138.273,,禅城区,,,, ,XHS,5732128,消防栓,-0.71,4.15, ,魁奇路云龙山庄东南侧                                        
1172, ,,,,100,,J678633J0020,3.531,509944.699,2544144.623,,禅城区,,,, ,XHS,5732129,消防栓,-0.63,4.16, ,魁奇路云龙山庄对面                                          
1174, ,,,,100,,J678634J0011,3.491,510399.262,2544266.572,,禅城区,,,, ,XHS,5732130,消防栓,-0.76,4.25, ,汾江南路国华油站西南侧                                      
1175, ,,,,100,,J678634J0036,3.809,510227.191,2544337.264,,禅城区,,,, ,XHS,5732131,消防栓,-0.72,4.53, ,景苑南街路牌西侧                                            
1176, ,,,,100,,J681634J0007,2.531,510381.56,2544799.781,,禅城区,,,, ,XHS,5732132,消防栓,-0.63,3.16, ,大麦村榕树街16号门口侧                                      
123, ,,,,100,,J70963361780,2.478,510094.217,2550434.967,,禅城区,,,, ,XHS,5731201,消防栓,0,2.4785, ,敦厚西区土地坊70号之二门口                                  
125, ,,,,50,,J70963562524,2.333,510422.505,2550438.37,,禅城区,,,, ,XHS,5731203,消防栓,0,2.333, ,汾江北路敦厚市场女侧旁边                                    
126, ,,,,50,,J70963562558,2.985,510417.216,2550492.546,,禅城区,,,, ,XHS,5731204,消防栓,0,2.985, ,汾江北路敦厚市场北侧                                        
127, ,,,,100,,J70963562682,2.811,510378.743,2550512.583,,禅城区,,,, ,XHS,5731205,消防栓,0,2.811, ,汾江北敦厚东区老人活动中心西侧                              
128, ,,,,100,,J71063563022,2.837,510417.512,2550657.604,,禅城区,,,, ,XHS,5731206,消防栓,0,2.837, ,汾江北路牛栏桥76号西北侧                                    
129, ,,,,100,,J71063463491,2.685,510262.87,2550585.146,,禅城区,,,, ,XHS,5731207,消防栓,0,2.685, ,中和里16号西侧                                              
130, ,,,,100,,J70963464123,3.445,510263.753,2550534.9,,禅城区,,,, ,XHS,5731208,消防栓,0,3.4447, ,敦厚聚德里18号北侧                                          
131, ,,,,100,,J71063464220,2.657,510121.897,2550569.44,,禅城区,,,, ,XHS,5731209,消防栓,0,2.6572, ,土地坊3号之一西侧                                           
132, ,,,,100,,J71063364435,3.046,509994.23,2550568.786,,禅城区,,,, ,XHS,5731210,消防栓,0,3.0458, ,大夫里49号北侧                                              
35, ,,,,100,,J69664114988,4.8,512012.158,2547820.3,,禅城区,,,, ,XHS,5731111,消防栓,0,4.8, ,普君北路4号侧                                               
36, ,,,,100,,J69564115158,4.172,512009.423,2547686.527,,禅城区,,,, ,XHS,5731112,消防栓,0,4.172, ,                                                            
37, ,,,,100,,J6946431529,4.039,512439.374,2547353.839,,禅城区,,,, ,XHS,5731113,消防栓,0.22,3.819, ,新风路线44号大门内(44号十四座侧)                            
38, ,,,,100,,J69564115408,4.83,511919.857,2547644.091,,禅城区,,,, ,XHS,5731114,消防栓,0,4.83, ,                                                            
